NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
BTG2	1	ENSG00000159388	
RARG	1	ENSG00000172819	
SETD2	1	ENSG00000181555	
CDKN1B	1	ENSG00000111276	
BTG1	1	ENSG00000133639	
SETD3	1	ENSG00000183576	
RBMY3AP	1	ENSG00000231436	
SETD9	1	ENSG00000155542	
SETD6	1	ENSG00000103037	
DENND1A	1	ENSG00000119522	
SETD7	1	ENSG00000145391	
ADAMTSL1	1	ENSG00000178031	
AP1S2P1	1	ENSG00000226046	
ADAMTSL5	1	ENSG00000185761	
ADAMTSL4	1	ENSG00000143382	
MTG1	1	ENSG00000148824	
MTG2	1	ENSG00000101181	
ADAMTSL3	1	ENSG00000156218	
DENND11	1	ENSG00000257093	
DENND10	1	ENSG00000119979	
ADAMTSL2	1	ENSG00000197859	
TK2	1	ENSG00000166548	
TK1	1	ENSG00000167900	
DENND2D	1	ENSG00000162777	
DENND2C	1	ENSG00000175984	
KRTAP15-1	1	ENSG00000186970	
DENND2B	1	ENSG00000166444	
DENND2A	1	ENSG00000146966	
SMIM7P1	1	ENSG00000196085	
COPZ2	1	ENSG00000005243	
COPZ1	1	ENSG00000111481	
MTF1	1	ENSG00000188786	
MTF2	1	ENSG00000143033	
RARA	1	ENSG00000131759	
GAS2	1	ENSG00000148935	
RARB	1	ENSG00000077092	
GAS1	1	ENSG00000180447	
SINHCAF	1	ENSG00000139146	
TKT	1	ENSG00000163931	
GAS6	1	ENSG00000183087	
CCND2P1	1	ENSG00000256847	
GART	2	ENSG00000159131:ENSG00000262473	
GAS8	1	ENSG00000141013	
GAS7	1	ENSG00000007237	
CEP295NL	1	ENSG00000178404	
OR8A3P	1	ENSG00000255315	
TOMM20P1	1	ENSG00000224829	
TOMM20P2	1	ENSG00000255987	
TOMM20P3	1	ENSG00000263935	
OLFML3	1	ENSG00000116774	
ARRDC1-AS1	1	ENSG00000203993	
TOMM20P4	1	ENSG00000230311	
OLFML1	1	ENSG00000183801	
MBNL3	1	ENSG00000076770	
CDKN2D	1	ENSG00000129355	
CDKN2B	1	ENSG00000147883	
CDKN2C	1	ENSG00000123080	
CDKN2A	1	ENSG00000147889	
IL10RB	1	ENSG00000243646	
IL10RA	1	ENSG00000110324	
OR8A2P	1	ENSG00000255510	
GATC	1	ENSG00000257218	
GATB	1	ENSG00000059691	
OR4C10P	1	ENSG00000184789	
SNCAIP	1	ENSG00000064692	
CDKN2A-DT	1	ENSG00000224854	
GATM	1	ENSG00000171766	
OSTM1	1	ENSG00000081087	
COQ8B	1	ENSG00000123815	
COQ8A	1	ENSG00000163050	
TCERG1P1	1	ENSG00000224314	
TNC	1	ENSG00000041982	
TNF	2	ENSG00000228978:ENSG00000204490	
TCERG1P2	1	ENSG00000260675	
SETP1	1	ENSG00000258863	
SETP4	1	ENSG00000237211	
TNN	1	ENSG00000120332	
SETP5	1	ENSG00000233998	
SETP2	1	ENSG00000258893	
SETP3	1	ENSG00000266648	
SETP8	1	ENSG00000213526	
TNR	1	ENSG00000116147	
SETP9	1	ENSG00000235101	
TCF3P1	1	ENSG00000236567	
SETP6	1	ENSG00000241319	
SETP7	1	ENSG00000257444	
LARP4P	1	ENSG00000261315	
LARP4B	1	ENSG00000107929	
KNCN	1	ENSG00000162456	
H4C16	1	ENSG00000197837	
H4C14	1	ENSG00000270882	
H4C13	1	ENSG00000196176	
H4C12	1	ENSG00000124529	
H4C11	1	ENSG00000197238	
TOX	1	ENSG00000198846	
INSIG2	1	ENSG00000125629	
INSIG1	1	ENSG00000186480	
KNG1	1	ENSG00000113889	
MTM1	1	ENSG00000171100	
TPO	1	ENSG00000115705	
OR1M4P	1	ENSG00000267154	
ESPNL	1	ENSG00000144488	
TPR	1	ENSG00000047410	
LSM6P2	1	ENSG00000257730	
ESPNP	1	ENSG00000268869	
BTLA	1	ENSG00000186265	
LINC02694	1	ENSG00000175779	
LINC02693	1	ENSG00000212719	
LINC02692	1	ENSG00000198454	
SYNJ2	1	ENSG00000078269	
RAX2	1	ENSG00000173976	
COPS4	1	ENSG00000138663	
COPRS	1	ENSG00000172301	
COPS3	1	ENSG00000141030	
COPS6	1	ENSG00000168090	
COPS5	1	ENSG00000121022	
SYNJ1	1	ENSG00000159082	
COPS2	1	ENSG00000166200	
POLR2MP1	1	ENSG00000227725	
COPS8	1	ENSG00000198612	
COPS9	1	ENSG00000172428	
POM121L10P	1	ENSG00000224124	
BMPR2	1	ENSG00000204217	
ATP6AP1-DT	1	ENSG00000197180	
TRH	1	ENSG00000170893	
SYNE4	1	ENSG00000181392	
MTO1	1	ENSG00000135297	
SYNE3	1	ENSG00000176438	
SYNE2	1	ENSG00000054654	
SYNE1	1	ENSG00000131018	
TRO	1	ENSG00000067445	
THBD	1	ENSG00000178726	
SERAC1	1	ENSG00000122335	
BOLA2P3	1	ENSG00000220771	
BOLA2P2	1	ENSG00000271161	
SECISBP2L	1	ENSG00000138593	
BOLA2P1	1	ENSG00000266575	
LANCL1	1	ENSG00000115365	
AVPR2	1	ENSG00000126895	
SUCLG2P4	1	ENSG00000249226	
TSN	1	ENSG00000211460	
SUCLG2P2	1	ENSG00000236349	
TST	1	ENSG00000128311	
ESPL1	1	ENSG00000135476	
LANCL2	1	ENSG00000132434	
LANCL3	1	ENSG00000147036	
MTPN	1	ENSG00000105887	
TTK	1	ENSG00000112742	
TTL	1	ENSG00000114999	
TTN	1	ENSG00000155657	
TTR	1	ENSG00000118271	
ALOXE3	1	ENSG00000179148	
LINC02656	1	ENSG00000212743	
TUB	1	ENSG00000166402	
POM121L13P	1	ENSG00000236339	
LINC02651	1	ENSG00000235645	
MTOR	1	ENSG00000198793	
GLOD4	1	ENSG00000167699	
GLOD5	1	ENSG00000171433	
PDK1P2	1	ENSG00000233446	
TCERG1	1	ENSG00000113649	
OLFM5P	1	ENSG00000224295	
FKBP1BP1	1	ENSG00000258536	
C12orf57	1	ENSG00000111678	
MTRR	1	ENSG00000124275	
C12orf56	1	ENSG00000185306	
RPS4XP23	1	ENSG00000239253	
WDSUB1	1	ENSG00000196151	
ZMYND8	1	ENSG00000101040	
PITPNB	1	ENSG00000180957	
PITPNA	1	ENSG00000174238	
GBA1	2	ENSG00000262446:ENSG00000177628	
MKI67	1	ENSG00000148773	
RPL37P24	1	ENSG00000224949	
RPS4XP22	1	ENSG00000239830	
GBA3	1	ENSG00000249948	
GBA2	1	ENSG00000070610	
RPS4XP21	1	ENSG00000186008	
RPL37P25	1	ENSG00000251597	
RPS4XP20	1	ENSG00000249987	
KIAA0930	1	ENSG00000100364	
SYNPR	1	ENSG00000163630	
IGKV2D-19	1	ENSG00000253765	
IGKV2D-18	1	ENSG00000254220	
RBMY2TP	1	ENSG00000237269	
C12orf60	1	ENSG00000182993	
IGKV2D-10	1	ENSG00000253906	
BTRC	1	ENSG00000166167	
SYNPO	1	ENSG00000171992	
IGKV2D-14	1	ENSG00000254292	
RPS4XP15	1	ENSG00000240721	
RPS4XP14	1	ENSG00000243663	
RPS4XP13	1	ENSG00000240371	
RPS4XP12	1	ENSG00000244400	
RPS4XP19	1	ENSG00000242058	
RPS4XP18	1	ENSG00000239490	
RPS4XP17	1	ENSG00000244097	
RPS4XP16	1	ENSG00000224892	
RPL37P18	1	ENSG00000229235	
KNL1	1	ENSG00000137812	
RPL37P13	1	ENSG00000233702	
RPS4XP11	1	ENSG00000234335	
RPS4XP10	1	ENSG00000244217	
RPL37P15	1	ENSG00000216365	
IGHVIII-11-1	1	ENSG00000254215	
THEG	1	ENSG00000105549	
RPL37P21	1	ENSG00000236433	
TATDN2P2	1	ENSG00000218226	
IGKV2D-29	1	ENSG00000243264	
TATDN2P1	1	ENSG00000198414	
IGKV2D-28	1	ENSG00000242534	
RPL37P23	1	ENSG00000243680	
RBMY2UP	1	ENSG00000225615	
TATDN2P3	1	ENSG00000235205	
IGKV2D-23	1	ENSG00000254345	
C12orf50	1	ENSG00000165805	
RPS2P52	1	ENSG00000213726	
C12orf54	1	ENSG00000177627	
IGKV2D-26	1	ENSG00000211623	
RPS2P55	1	ENSG00000216866	
IGKV2D-24	1	ENSG00000241566	
IGKV2D-30	1	ENSG00000239571	
TXK	1	ENSG00000074966	
MTTP	1	ENSG00000138823	
ST20-AS1	1	ENSG00000259642	
SLC26A10P	1	ENSG00000135502	
TXN	1	ENSG00000136810	
GOLGA6EP	1	ENSG00000187812	
RPS2P45	1	ENSG00000244378	
RPS2P46	1	ENSG00000189343	
RPS2P48	1	ENSG00000233380	
RPS2P41	1	ENSG00000244060	
IGKV2D-38	1	ENSG00000254009	
IGKV2D-36	1	ENSG00000253127	
RPS2P44	1	ENSG00000243609	
IGKV2D-40	1	ENSG00000251039	
TYR	1	ENSG00000077498	
EIF3MP1	1	ENSG00000236365	
ZZZ3	1	ENSG00000036549	
VNN1	1	ENSG00000112299	
VNN2	1	ENSG00000112303	
RPS2P39	1	ENSG00000240698	
SMURF2P1	1	ENSG00000248121	
C12orf73	1	ENSG00000204954	
RPS2P35	1	ENSG00000238172	
C12orf71	1	ENSG00000214700	
RPS2P36	1	ENSG00000227032	
RBAK	1	ENSG00000146587	
C12orf76	1	ENSG00000174456	
RPS2P32	1	ENSG00000232818	
C12orf75	1	ENSG00000235162	
RANP3	1	ENSG00000254500	
TENM1	1	ENSG00000009694	
RANP4	1	ENSG00000225125	
RANP1	4	ENSG00000224554:ENSG00000137321:ENSG00000229038:ENSG00000227652	
TENM2	1	ENSG00000145934	
TENM3	1	ENSG00000218336	
RANP2	1	ENSG00000232391	
TENM4	1	ENSG00000149256	
RANP7	1	ENSG00000226183	
RANP8	1	ENSG00000233524	
GBE1	1	ENSG00000114480	
RANP5	1	ENSG00000228054	
RANP6	1	ENSG00000213370	
RANP9	1	ENSG00000253393	
RPL27AP	1	ENSG00000215467	
RPL13P12	1	ENSG00000215030	
RPS2P28	1	ENSG00000179157	
SEC61G	1	ENSG00000132432	
GOLGA6GP	1	ENSG00000261303	
RPS2P24	1	ENSG00000244019	
RPS2P25	1	ENSG00000241965	
SEC61B	1	ENSG00000106803	
SLC25A6P4	1	ENSG00000266909	
SLC25A6P5	1	ENSG00000228948	
SLC25A6P2	1	ENSG00000232203	
SLC25A6P3	1	ENSG00000232846	
SLC25A6P1	1	ENSG00000233015	
SLC25A6P6	1	ENSG00000218870	
RBMY2QP	1	ENSG00000236718	
SCNM1	1	ENSG00000163156	
RPS2P16	1	ENSG00000230799	
GOLGA6FP	1	ENSG00000260776	
RPS2P17	1	ENSG00000213399	
RPS2P18	1	ENSG00000231735	
TAB3P1	1	ENSG00000235462	
RPS2P19	1	ENSG00000244249	
RPS2P15	1	ENSG00000235440	
AVPI1	1	ENSG00000119986	
RBFA	1	ENSG00000101546	
RPL37P10	1	ENSG00000224627	
RPL37P11	1	ENSG00000225024	
RPL37P12	1	ENSG00000237916	
C12orf40	1	ENSG00000180116	
MRPL50P1	1	ENSG00000234587	
MRPL50P2	1	ENSG00000238285	
C12orf43	1	ENSG00000157895	
RBMY2NP	1	ENSG00000229208	
C12orf42	1	ENSG00000179088	
MTX1	1	ENSG00000173171	
MRPL50P4	1	ENSG00000235469	
MTX2	1	ENSG00000128654	
C12orf29	1	ENSG00000133641	
MTX3	1	ENSG00000177034	
GBF1	1	ENSG00000107862	
RBMY2OP	1	ENSG00000234950	
NR6A1	1	ENSG00000148200	
HIGD2AP2	1	ENSG00000235695	
HIGD2AP1	1	ENSG00000230047	
COPG2	1	ENSG00000158623	
COPG1	1	ENSG00000181789	
WARS2P1	1	ENSG00000227209	
FRA10AC1	1	ENSG00000148690	
IHO1	1	ENSG00000173421	
RHOXF2B	1	ENSG00000203989	
GOLGA6L9	1	ENSG00000197978	
BMPER	1	ENSG00000164619	
GOLGA6L7	1	ENSG00000261649	
GOLGA6L4	1	ENSG00000184206	
STX16-NPEPL1	1	ENSG00000254995	
HCG9P5	2	ENSG00000226267:ENSG00000228900	
NXPE2P1	1	ENSG00000255982	
IL11RA	1	ENSG00000137070	
GOLGA6L2	1	ENSG00000174450	
GOLGA6L3	1	ENSG00000188388	
STIMATE	1	ENSG00000213533	
CDPF1	1	ENSG00000205643	
RSBN1	1	ENSG00000081019	
RPL27P6	1	ENSG00000234488	
RPL27P5	1	ENSG00000232403	
RPL27P8	1	ENSG00000237041	
RPL27P7	1	ENSG00000233741	
RPL27P9	1	ENSG00000236722	
ZCCHC8	1	ENSG00000033030	
ZCCHC7	1	ENSG00000147905	
COPB2	1	ENSG00000184432	
COPB1	1	ENSG00000129083	
ZCCHC9	1	ENSG00000131732	
ALOX15	1	ENSG00000161905	
ALOX12	1	ENSG00000108839	
YWHAZP2	1	ENSG00000213236	
YWHAZP1	1	ENSG00000259148	
YWHAZP4	1	ENSG00000213131	
ZMAT1	1	ENSG00000166432	
YWHAZP3	1	ENSG00000229932	
THPO	1	ENSG00000090534	
ZMAT2	1	ENSG00000146007	
UBB	1	ENSG00000170315	
ZMAT3	1	ENSG00000172667	
ZMAT4	1	ENSG00000165061	
UBD	5	ENSG00000231968:ENSG00000206513:ENSG00000228913:ENSG00000206468:ENSG00000213886	
ZMAT5	1	ENSG00000100319	
UBC	1	ENSG00000150991	
YWHAZP6	1	ENSG00000215199	
YWHAZP5	1	ENSG00000213260	
YWHAZP8	1	ENSG00000225664	
FAM90A12P	1	ENSG00000254229	
YWHAZP7	1	ENSG00000227261	
FDX1P1	1	ENSG00000181741	
MPIG6B	4	ENSG00000228090:ENSG00000231003:ENSG00000204420:ENSG00000206396	
FDX1P2	1	ENSG00000227054	
LINC00328-2P	1	ENSG00000225016	
FAM90A11P	1	ENSG00000233115	
ZCCHC4	1	ENSG00000168228	
RBIS	1	ENSG00000176731	
ZCCHC3	1	ENSG00000247315	
ZCCHC2	1	ENSG00000141664	
GLP1R	1	ENSG00000112164	
ST7-OT4	1	ENSG00000214188	
UCN	1	ENSG00000163794	
THRB	1	ENSG00000151090	
THRA	1	ENSG00000126351	
UBQLN1P1	3	ENSG00000232095:ENSG00000231659:ENSG00000236122	
RBMY2XP	1	ENSG00000234399	
RBM3	1	ENSG00000102317	
RBM4	1	ENSG00000173933	
CD84P1	1	ENSG00000224978	
IGLV4-3	1	ENSG00000211672	
RBM7	1	ENSG00000076053	
RBM5	1	ENSG00000003756	
RBM6	1	ENSG00000004534	
GLP2R	1	ENSG00000065325	
RBMY2YP	1	ENSG00000227633	
RBL2	1	ENSG00000103479	
GAP43	1	ENSG00000172020	
RBL1	1	ENSG00000080839	
RBKS	1	ENSG00000171174	
FAM90A13P	1	ENSG00000223885	
TSGA10IP	1	ENSG00000175513	
BICRA	1	ENSG00000063169	
MUC1	1	ENSG00000185499	
MUC2	1	ENSG00000198788	
POC1A	1	ENSG00000164087	
MUC7	1	ENSG00000171195	
POC1B	1	ENSG00000139323	
BUB3	1	ENSG00000154473	
TENT2	1	ENSG00000164329	
GBP2	1	ENSG00000162645	
GBP1	1	ENSG00000117228	
MUC4	1	ENSG00000145113	
BUB1	1	ENSG00000169679	
GBP4	1	ENSG00000162654	
GBP3	1	ENSG00000117226	
MUC6	1	ENSG00000184956	
NOC2LP1	1	ENSG00000213225	
NOC2LP2	1	ENSG00000217950	
RBMY2WP	1	ENSG00000230727	
ZNHIT1P1	1	ENSG00000253421	
CAPN13	1	ENSG00000162949	
CAPN14	1	ENSG00000214711	
SNRPB2P1	1	ENSG00000241804	
CAPN11	1	ENSG00000137225	
CAPN12	1	ENSG00000182472	
CAPN10	1	ENSG00000142330	
FSIP1	1	ENSG00000150667	
RBMX	1	ENSG00000147274	
FAM90A15P	1	ENSG00000230045	
FSIP2	1	ENSG00000188738	
OR2M7	1	ENSG00000177186	
OR2M5	1	ENSG00000162727	
OR2M4	1	ENSG00000171180	
OR2M3	1	ENSG00000228198	
OR2M2	1	ENSG00000198601	
RBPJ	1	ENSG00000168214	
MEIKIN	1	ENSG00000239642	
ZFYVE28	1	ENSG00000159733	
ZFYVE26	1	ENSG00000072121	
ZFYVE27	1	ENSG00000155256	
UBASH3B	1	ENSG00000154127	
UBASH3A	1	ENSG00000160185	
GBP6	1	ENSG00000183347	
GBP5	1	ENSG00000154451	
GBP7	1	ENSG00000213512	
OR2L5	1	ENSG00000197454	
ZFYVE21	1	ENSG00000100711	
OR2L3	1	ENSG00000198128	
LAMB2P1	1	ENSG00000270441	
OR2L2	1	ENSG00000203663	
RBP7	1	ENSG00000162444	
RBP4	1	ENSG00000138207	
ZFYVE16	1	ENSG00000039319	
RBP5	1	ENSG00000139194	
RBP2	1	ENSG00000114113	
ZFYVE19	1	ENSG00000166140	
RBP1	1	ENSG00000114115	
NOS2P3	1	ENSG00000230528	
NOS2P2	1	ENSG00000167494	
NOS2P4	1	ENSG00000264892	
CEP85L	1	ENSG00000111860	
OR2K2	1	ENSG00000171133	
THY1	1	ENSG00000154096	
KMT5AP3	1	ENSG00000242583	
KMT5AP2	1	ENSG00000232531	
WBP2NL	1	ENSG00000183066	
EDEM3	1	ENSG00000116406	
EDEM1	1	ENSG00000134109	
EDEM2	1	ENSG00000088298	
OR2J3	3	ENSG00000204701:ENSG00000230855:ENSG00000206522	
OR2J2	4	ENSG00000204700:ENSG00000196231:ENSG00000234746:ENSG00000225550	
OR2J1	3	ENSG00000204702:ENSG00000226931:ENSG00000206523	
CKAP2P1	1	ENSG00000258722	
PTRHD1	1	ENSG00000184924	
COL1A1	1	ENSG00000108821	
COL1A2	1	ENSG00000164692	
TUBA1C	1	ENSG00000167553	
HMGB3P9	1	ENSG00000229992	
TUBA1B	1	ENSG00000123416	
TUBA1A	1	ENSG00000167552	
LINC02915	1	ENSG00000175746	
HMGB3P6	1	ENSG00000213070	
LINC02914	1	ENSG00000176605	
PP7080	1	ENSG00000188242	
HMGB3P5	1	ENSG00000237642	
HMGB3P8	1	ENSG00000227096	
HMGB3P7	1	ENSG00000215399	
HMGB3P2	1	ENSG00000231470	
LINC02911	1	ENSG00000261190	
LINC02910	1	ENSG00000176659	
HMGB3P1	1	ENSG00000225336	
HMGB3P4	1	ENSG00000228808	
HMGB3P3	1	ENSG00000250730	
RBMY1F	1	ENSG00000169800	
GOLGA2P1	1	ENSG00000205333	
RBMY1E	1	ENSG00000242389	
RBMY1J	1	ENSG00000226941	
GOLGA2P8	1	ENSG00000214433	
GOLGA2P9	1	ENSG00000269332	
GOLGA2P6	1	ENSG00000241621	
RBSN	1	ENSG00000131381	
GOLGA2P7	1	ENSG00000225151	
GOLGA2P4	1	ENSG00000229608	
GOLGA2P5	1	ENSG00000238105	
LINC02908	1	ENSG00000180539	
LINC02907	1	ENSG00000178243	
WBP2P1	1	ENSG00000229248	
RBMXP5	1	ENSG00000217835	
LINC02909	1	ENSG00000226397	
RILPL2	1	ENSG00000150977	
LINC02904	1	ENSG00000177335	
RILPL1	1	ENSG00000188026	
LINC02903	1	ENSG00000205174	
POLR2LP1	3	ENSG00000237545:ENSG00000225714:ENSG00000238211	
LINC02902	1	ENSG00000221845	
LINC02901	1	ENSG00000203711	
RBMY1D	1	ENSG00000244395	
DSCAML1	1	ENSG00000177103	
RBMY1B	1	ENSG00000242875	
SUMO2P18	1	ENSG00000253639	
KATNIP	1	ENSG00000047578	
SUMO2P17	1	ENSG00000248278	
SUMO2P19	1	ENSG00000253328	
SUMO2P10	1	ENSG00000235424	
MIEF2	1	ENSG00000177427	
SUMO2P12	1	ENSG00000218893	
MIEF1	1	ENSG00000100335	
SUMO2P14	1	ENSG00000271096	
SUMO2P13	1	ENSG00000218359	
SUMO2P16	1	ENSG00000253579	
UNG	1	ENSG00000076248	
SUMO2P15	1	ENSG00000271236	
GLRA1	1	ENSG00000145888	
TUBA3E	1	ENSG00000152086	
TUBA3D	1	ENSG00000075886	
GLRA2	1	ENSG00000101958	
UNK	1	ENSG00000132478	
GLRA3	1	ENSG00000145451	
TUBA3C	1	ENSG00000198033	
GBX2	1	ENSG00000168505	
GBX1	1	ENSG00000164900	
BPIFA4P	1	ENSG00000183566	
DYNLL1P6	1	ENSG00000248820	
DYNLL1P7	1	ENSG00000230614	
DYNLL1P4	1	ENSG00000257231	
DYNLL1P5	1	ENSG00000242151	
DYNLL1P2	1	ENSG00000258605	
DYNLL1P3	1	ENSG00000235282	
DYNLL1P1	1	ENSG00000205579	
SUMO2P21	1	ENSG00000228532	
SUMO2P20	1	ENSG00000253721	
GLRA4	1	ENSG00000188828	
ASPRV1	1	ENSG00000244617	
SERBP1	1	ENSG00000142864	
ETFBKMT	1	ENSG00000139160	
UOX	1	ENSG00000240520	
ENSG00000258572	1	ENSG00000258572	
CST13P	1	ENSG00000204663	
SMCHD1	1	ENSG00000101596	
TUBA5P	1	ENSG00000214796	
PPP1R16B	1	ENSG00000101445	
AREL1	1	ENSG00000119682	
PPP1R16A	1	ENSG00000160972	
MUL1	1	ENSG00000090432	
OR2T8	1	ENSG00000177462	
OR2T7	1	ENSG00000227152	
TUBA4B	1	ENSG00000243910	
TUBA4A	1	ENSG00000127824	
OR2T6	1	ENSG00000198104	
RBX1	1	ENSG00000100387	
OR2T5	1	ENSG00000203661	
OR2T4	1	ENSG00000196944	
RBMXL3	1	ENSG00000175718	
OR2T3	1	ENSG00000196539	
RBMXL2	1	ENSG00000170748	
OR2T2	1	ENSG00000196240	
OR2T1	1	ENSG00000175143	
RBMXL1	1	ENSG00000213516	
TMA16P2	1	ENSG00000232467	
TMA16P1	1	ENSG00000255265	
LILRP1	1	ENSG00000186152	
LILRP2	1	ENSG00000170858	
SNAP23P1	1	ENSG00000230758	
OVCH1-AS1	1	ENSG00000257599	
TUBGCP2	1	ENSG00000130640	
RBMXP4	1	ENSG00000249465	
RBMXP3	1	ENSG00000255063	
RBMXP2	1	ENSG00000215210	
RBMXP1	1	ENSG00000216835	
RPS23P10	1	ENSG00000224203	
SPDYE22P	1	ENSG00000266537	
TIA1	1	ENSG00000116001	
BICRAL	1	ENSG00000112624	
UST	1	ENSG00000111962	
TUBGCP6	1	ENSG00000128159	
ALG1L10P	1	ENSG00000254016	
TUBGCP3	1	ENSG00000126216	
TUBGCP4	1	ENSG00000137822	
MOXD1	1	ENSG00000079931	
PPP1R13B	1	ENSG00000088808	
MUPP	1	ENSG00000237906	
PPP1R13L	1	ENSG00000104881	
OR2Y1	1	ENSG00000174339	
UTY	1	ENSG00000183878	
LINC02991	1	ENSG00000196758	
PPP1R12A	1	ENSG00000058272	
TMED10P1	1	ENSG00000254618	
TMED10P2	1	ENSG00000239405	
PPP1R12B	1	ENSG00000077157	
PPP1R12C	1	ENSG00000125503	
PPP1R15A	1	ENSG00000087074	
PPP1R15B	1	ENSG00000158615	
KATNB1	1	ENSG00000140854	
FURIN	1	ENSG00000140564	
MIEN1	1	ENSG00000141741	
OR2W3	1	ENSG00000238243	
KATNA1	1	ENSG00000186625	
OR2W1	1	ENSG00000206525	
TIFA	1	ENSG00000145365	
FLJ40288	1	ENSG00000183470	
PPP1R14A	1	ENSG00000167641	
PPP1R14B	1	ENSG00000173457	
PPP1R14C	1	ENSG00000198729	
TIE1	1	ENSG00000066056	
AKR7L	1	ENSG00000211454	
OR11Q1P	1	ENSG00000237650	
PABPC1P13	1	ENSG00000260307	
PABPC1P12	1	ENSG00000225638	
CYP46A4P	1	ENSG00000237180	
OR2V2	1	ENSG00000182613	
OR2V1	1	ENSG00000185372	
OPN1MW2	1	ENSG00000166160	
PABPC1P11	1	ENSG00000228810	
PABPC1P10	1	ENSG00000239443	
OPN1MW3	1	ENSG00000269433	
CDR2L	1	ENSG00000109089	
PPP1R14D	1	ENSG00000166143	
GCC2	1	ENSG00000135968	
GCC1	1	ENSG00000179562	
UXT	1	ENSG00000126756	
TCL1B	1	ENSG00000213231	
TCL1A	1	ENSG00000100721	
POF1B	1	ENSG00000124429	
DHX57	1	ENSG00000163214	
ALG1L15P	1	ENSG00000242017	
DHX58	1	ENSG00000108771	
OXER1	1	ENSG00000162881	
RCC1	1	ENSG00000180198	
PABIR1	1	ENSG00000187866	
MUSK	1	ENSG00000030304	
GCAT	1	ENSG00000100116	
PABIR2	1	ENSG00000156504	
PABIR3	1	ENSG00000156500	
DHX40	1	ENSG00000108406	
MXRA8	1	ENSG00000162576	
MXRA7	1	ENSG00000182534	
PEX11G	1	ENSG00000104883	
MXRA5	1	ENSG00000101825	
MMADHC	1	ENSG00000168288	
FKBP1AP1	1	ENSG00000269304	
GCDH	1	ENSG00000105607	
ZBED9	2	ENSG00000232040:ENSG00000248496	
FKBP1AP2	1	ENSG00000259691	
ZBED8	1	ENSG00000221886	
FKBP1AP3	1	ENSG00000230243	
PAXIP1	1	ENSG00000157212	
PEX11A	1	ENSG00000166821	
PEX11B	1	ENSG00000131779	
PTTG1IP	1	ENSG00000183255	
DHX30	1	ENSG00000132153	
DHX32	1	ENSG00000089876	
DHX33	1	ENSG00000005100	
DHX34	1	ENSG00000134815	
MIER3	1	ENSG00000155545	
DHX35	1	ENSG00000101452	
MIER2	1	ENSG00000105556	
DHX36	1	ENSG00000174953	
MIER1	1	ENSG00000198160	
DHX37	1	ENSG00000150990	
ZBED2	1	ENSG00000177494	
DHX38	1	ENSG00000140829	
ENAHP1	1	ENSG00000214147	
ZBED1	1	ENSG00000214717	
RCE1	1	ENSG00000173653	
ZBED6	1	ENSG00000257315	
ZBED5	1	ENSG00000236287	
ZBED4	1	ENSG00000100426	
ZBED3	1	ENSG00000132846	
SLC25A3P3	1	ENSG00000263505	
RCC2	1	ENSG00000179051	
SLC25A3P1	1	ENSG00000236253	
SLC25A3P2	1	ENSG00000258373	
URGCP-MRPS24	1	ENSG00000270617	
MTCO1P19	1	ENSG00000237300	
MTCO1P18	1	ENSG00000237910	
MTCO1P17	1	ENSG00000223619	
MTCO1P12	1	ENSG00000237973	
OR2Z1	1	ENSG00000181733	
MTCO1P11	1	ENSG00000224083	
MTCO1P10	1	ENSG00000236692	
DHX29	1	ENSG00000067248	
MTCO1P15	1	ENSG00000255350	
MTCO1P14	1	ENSG00000232551	
MTCO1P29	1	ENSG00000240452	
MTCO1P28	1	ENSG00000262118	
DHX15	1	ENSG00000109606	
MTCO1P23	1	ENSG00000235524	
DHX16	6	ENSG00000233418:ENSG00000204560:ENSG00000233049:ENSG00000226171:ENSG00000206486:ENSG00000227222	
MTCO1P22	1	ENSG00000271207	
MTCO1P21	1	ENSG00000226960	
ALG1L11P	1	ENSG00000249889	
MTCO1P20	1	ENSG00000233764	
MTCO1P27	1	ENSG00000232579	
MTCO1P25	1	ENSG00000229031	
MTCO1P24	1	ENSG00000249448	
STARD3NL	1	ENSG00000010270	
MTCO1P30	1	ENSG00000248729	
RSL24D1P3	1	ENSG00000231556	
RSL24D1P2	1	ENSG00000230595	
RSL24D1P5	1	ENSG00000257664	
RSL24D1P4	1	ENSG00000215800	
RSL24D1P1	1	ENSG00000218069	
MTCO1P39	1	ENSG00000224254	
WARS1P1	1	ENSG00000225802	
TMSB10P2	1	ENSG00000235211	
TMSB10P1	1	ENSG00000228499	
TRAV1-1	1	ENSG00000255569	
TRAV1-2	1	ENSG00000256553	
ALG1L12P	1	ENSG00000250794	
MTCO1P31	1	ENSG00000251476	
OR3A3	1	ENSG00000159961	
OR3A2	1	ENSG00000221882	
OR3A1	1	ENSG00000180090	
MTCO1P35	1	ENSG00000250630	
MTCO1P40	1	ENSG00000262902	
TUFMP1	1	ENSG00000265646	
ALG1L13P	1	ENSG00000253981	
RSL24D1P6	1	ENSG00000224452	
RSL24D1P9	1	ENSG00000265402	
RSL24D1P8	1	ENSG00000237273	
MTCO1P45	1	ENSG00000232982	
MTCO1P44	1	ENSG00000227149	
MTCO1P43	1	ENSG00000228898	
MTCO1P42	1	ENSG00000230327	
MTCO1P49	1	ENSG00000253916	
MTCO1P47	1	ENSG00000254241	
